id,label,type,title,tags,score,recommendation,evidence_level,workflow_stage,review_type,tracking_status,partnership_type
workflow::listing_cq_7b57e714,GenSci155 · Genescience,workflow,Workflow__listing_cq_7b57e714,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_301fc455,GenSciP165 · Genescience,workflow,Workflow__listing_cq_301fc455,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_fd31b7ed,GS-100 · Genesen Co Ltd,workflow,Workflow__listing_cq_fd31b7ed,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_9be86307,EPD-201 · Genexine,workflow,Workflow__listing_cq_9be86307,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_cb98025e,ANL-102 · GenixCure,workflow,Workflow__listing_cq_cb98025e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_0f70fb59,ANL-103 · GenixCure,workflow,Workflow__listing_cq_0f70fb59,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_7e25da4a,ANL-301 · GenixCure,workflow,Workflow__listing_cq_7e25da4a,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_3bd5dc4c,ANL-304 · GenixCure,workflow,Workflow__listing_cq_3bd5dc4c,pipeline/workflow,,,,Listing,,,
workflow::genixcure_gxc303,GXC-303 · GenixCure,workflow,Workflow__genixcure_gxc303,pipeline/workflow,,,,"Listing,Fast Triage,Full Scout",,,
workflow::listing_cq_7225534f,GXC-301 · Genixcure Inc,workflow,Workflow__listing_cq_7225534f,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_de838d22,GXC-302 · Genixcure Inc,workflow,Workflow__listing_cq_de838d22,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_fe178df3,GXC-304 · Genixcure Inc,workflow,Workflow__listing_cq_fe178df3,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_8dabc5e5,GXC-401 · Genixcure Inc,workflow,Workflow__listing_cq_8dabc5e5,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_f5e3c3fc,CNS Disease Discovery (GEKO) · GenKOre,workflow,Workflow__listing_cq_f5e3c3fc,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_e69a3200,Gene Therapy CNS Disease · GenKOre,workflow,Workflow__listing_cq_e69a3200,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_18307be4,Gene Therapy Neuromuscular Disease · GenKOre,workflow,Workflow__listing_cq_18307be4,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_55aed985,"neuromuscular disease therapy, GenKore · GenKOre",workflow,Workflow__listing_cq_55aed985,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_60a73a13,Neurodegenerative Diseases Discovery · GENUV,workflow,Workflow__listing_cq_60a73a13,pipeline/workflow,,,,Listing,,,
workflow::genuv_snr1611,SNR1611 · GENUV,workflow,Workflow__genuv_snr1611,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_c41b2c8f,GNUV-101 · Genuv Inc,workflow,Workflow__listing_cq_c41b2c8f,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_231dce89,trametinib · Genuv Inc,workflow,Workflow__listing_cq_231dce89,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_b5d60f1a,GMSP-11 · Gifted MS Co Ltd,workflow,Workflow__listing_cq_b5d60f1a,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_e0849399,Daewoong-GL Discovery · GL Pharmtech,workflow,Workflow__listing_cq_e0849399,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_051c73eb,Ropinirole XL · GL Pharmtech,workflow,Workflow__listing_cq_051c73eb,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_6dbd84ed,GGT-300 · Glugene Therapeutics Inc,workflow,Workflow__listing_cq_6dbd84ed,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_80a50e25,ND-07 · GNT Pharma Co Ltd,workflow,Workflow__listing_cq_80a50e25,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_44624df0,GTC-31001 · Good T Cells Inc,workflow,Workflow__listing_cq_44624df0,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_319e5ce4,GW-07 · Groovy Medicine,workflow,Workflow__listing_cq_319e5ce4,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_c2490593,Small Molecules to Antagonize P2X3 for Neuropathic Pain · Gwangju Institute of Science and Technology,workflow,Workflow__listing_cq_c2490593,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_b150fb07,HN-53011 · Hana Pharm Co Ltd,workflow,Workflow__listing_cq_b150fb07,pipeline/workflow,,,,Listing,,,
workflow::hangzhouvitanpharmaceuticaltechnologycoltd_wt120,WT-1-2.0 · Hangzhou Vitan Pharmaceutical Technology Co Ltd,workflow,Workflow__hangzhouvitanpharmaceuticaltechnologycoltd_wt120,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::hangzhouwestanpharmaceuticaltechnologycoltd_wt1108,"WT-1108 · Hangzhou Westan Pharmaceutical Technology Co., Ltd.",workflow,Workflow__hangzhouwestanpharmaceuticaltechnologycoltd_wt1108,pipeline/workflow,,,,"Listing,Full Scout",,,
workflow::hanyanguniversity_fusionproteinforallergicasthmamultiplesclerosisandtra_2e215f4e,"Fusion Protein for Allergic Asthma, Multiple Sclerosis and Transplant Rejection · Hanyang University",workflow,Workflow__hanyanguniversity_fusionproteinforallergicasthmamultiplesclerosisandtra_2e215f4e,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::hanyanguniversity_leadcompound,Lead compound · Hanyang University,workflow,Workflow__hanyanguniversity_leadcompound,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::harbourbiomedguangzhoucoltd_cnsxdc,CNS XDC · Harbour BioMed (Guangzhou) Co Ltd,workflow,Workflow__harbourbiomedguangzhoucoltd_cnsxdc,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::harbourbiomedguangzhoucoltd_nextgenerationbiologics,Next-Generation Biologics · Harbour BioMed (Guangzhou) Co Ltd,workflow,Workflow__harbourbiomedguangzhoucoltd_nextgenerationbiologics,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::healthbiomeinc_hb02,HB-02 · HealthBiome Inc,workflow,Workflow__healthbiomeinc_hb02,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::healthbiomeinc_hb03,HB-03 · HealthBiome Inc,workflow,Workflow__healthbiomeinc_hb03,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::healthbiomeinc_hb05,HB-05 · HealthBiome Inc,workflow,Workflow__healthbiomeinc_hb05,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::healzentherapeuticscoltd_hzr061,HZR-061 · HealZen Therapeutics Co Ltd,workflow,Workflow__healzentherapeuticscoltd_hzr061,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::hebeinormaluniversity_glycoprotein29modifieddeferoxamine,glycoprotein 29-modified deferoxamine · Hebei Normal University,workflow,Workflow__hebeinormaluniversity_glycoprotein29modifieddeferoxamine,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::hecpharm_hec20002,HEC20002 · HEC Pharm,workflow,Workflow__hecpharm_hec20002,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::hefeihuafangpharmaceuticalsciencesandtechnology_hb018,HB018 · Hefei Huafang Pharmaceutical Sciences and Technology,workflow,Workflow__hefeihuafangpharmaceuticalsciencesandtechnology_hb018,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::helixmith_nm301,NM301 · Helixmith,workflow,Workflow__helixmith_nm301,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_b41d807c,NM-101 · Helixmith Co Ltd,workflow,Workflow__listing_cq_b41d807c,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_cbe6eb6e,NM-302 · Helixmith Co Ltd,workflow,Workflow__listing_cq_cbe6eb6e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_02b0e6d4,pIKO · Helixmith Co Ltd,workflow,Workflow__listing_cq_02b0e6d4,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_76f05fd4,VM-507 · Helixmith Co Ltd,workflow,Workflow__listing_cq_76f05fd4,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_6a52ab53,Autism Spectrum Disorder · HEM Pharma Inc,workflow,Workflow__listing_cq_6a52ab53,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_d984977d,NT-1 · HLB,workflow,Workflow__listing_cq_d984977d,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_b8bb4eec,"NT-3, NeuroTobe Pharmaceuticals · HLB",workflow,Workflow__listing_cq_b8bb4eec,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_5cb713cb,MFP-037 · HLB Pharmaceutical Co Ltd,workflow,Workflow__listing_cq_5cb713cb,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_44030a1a,rotigotine · HLB Pharmaceutical Co Ltd,workflow,Workflow__listing_cq_44030a1a,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_16581303,DDA-279 · HLB Science Inc,workflow,Workflow__listing_cq_16581303,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_9c6529ab,DDA-280 · HLB Science Inc,workflow,Workflow__listing_cq_9c6529ab,pipeline/workflow,,,,Listing,,,
workflow::humanwellhealthcaregroup_cxjm66injection,CXJM-66 Injection · Humanwell Healthcare Group,workflow,Workflow__humanwellhealthcaregroup_cxjm66injection,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_d7ace4e5,HLB-1014 · Huonslab Co Ltd,workflow,Workflow__listing_cq_d7ace4e5,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_18330ab8,Drug to Inhibit IL1B for Alzheimer's Disease · Hyper Corp Inc,workflow,Workflow__listing_cq_18330ab8,pipeline/workflow,,,,Listing,,,
workflow::hypercorpinc_drugtoinhibittauforalzheimersdisease,Drug to Inhibit Tau for Alzheimer's Disease · Hyper Corp Inc,workflow,Workflow__hypercorpinc_drugtoinhibittauforalzheimersdisease,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_62a1f948,MDR-652 · Hyper Corp Inc,workflow,Workflow__listing_cq_62a1f948,pipeline/workflow,,,,Listing,,,
workflow::hyperwaypharmaceutical_hbw015,HBW-015 · Hyperway Pharmaceutical,workflow,Workflow__hyperwaypharmaceutical_hbw015,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_45146f60,fentanyl · Icure Pharmaceutical Inc,workflow,Workflow__listing_cq_45146f60,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_14cdfc49,IL-2110 · iLEAD Biomedical Science Inc,workflow,Workflow__listing_cq_14cdfc49,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_0f869c4a,IL-21120033 · iLEAD Biomedical Science Inc,workflow,Workflow__listing_cq_0f869c4a,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_1a10a0a7,IL-2114 · iLEAD Biomedical Science Inc,workflow,Workflow__listing_cq_1a10a0a7,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_ef8fabc9,IL2112 · iLeadBMS,workflow,Workflow__listing_cq_ef8fabc9,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_36185d7e,CNS Research Program · ILIAS Biologics,workflow,Workflow__listing_cq_36185d7e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_83eb88bf,ILB-323 · ILIAS Biologics Inc,workflow,Workflow__listing_cq_83eb88bf,pipeline/workflow,,,,Listing,,,
workflow::illimistherapeutics_ilm01,ILM01 · Illimis Therapeutics,workflow,Workflow__illimistherapeutics_ilm01,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::illimistherapeutics_ilm01gaiaa,ILM01 (GAIA-Aβ) · Illimis Therapeutics,workflow,Workflow__illimistherapeutics_ilm01gaiaa,pipeline/workflow,,,,"Listing,Full Scout,Shortlisting",,priority,investment
workflow::illimistherapeutics_ilm02,ILM02 · Illimis Therapeutics,workflow,Workflow__illimistherapeutics_ilm02,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::illimistherapeutics_ilm21,ILM21 · Illimis Therapeutics,workflow,Workflow__illimistherapeutics_ilm21,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::illimistherapeuticsinc_neurodegenerativediseaseslilly,"Neurodegenerative Diseases Lilly · Illimis Therapeutics, Inc.",workflow,Workflow__illimistherapeuticsinc_neurodegenerativediseaseslilly,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_95e576b4,IMB-002 · ImmunoBiome Inc,workflow,Workflow__listing_cq_95e576b4,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_371f23db,MGCP · ImmunoBiome Inc,workflow,Workflow__listing_cq_371f23db,pipeline/workflow,,,,Listing,,,
workflow::immunoforge_pf1802,PF1802 · ImmunoForge,workflow,Workflow__immunoforge_pf1802,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_11bb34a3,INR-301 · Imnewrun Bioscience Co Ltd,workflow,Workflow__listing_cq_11bb34a3,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_15e45e1d,INR-302 · Imnewrun Bioscience Co Ltd,workflow,Workflow__listing_cq_15e45e1d,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_12f9e9ae,INR-303 · Imnewrun Bioscience Co Ltd,workflow,Workflow__listing_cq_12f9e9ae,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_c0c6fce5,iN4011-K23 · iN Therapeutics,workflow,Workflow__listing_cq_c0c6fce5,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_f2b49092,iN5011-K23 · iN Therapeutics,workflow,Workflow__listing_cq_f2b49092,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_69733342,iN-1012N17 · iN Therapeutics Inc,workflow,Workflow__listing_cq_69733342,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_a30c4d95,iN-1213N17 · iN Therapeutics Inc,workflow,Workflow__listing_cq_a30c4d95,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_9c8859aa,iN-3011K23 · iN Therapeutics Inc,workflow,Workflow__listing_cq_9c8859aa,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_490b7fb9,iN-3111K23 · iN Therapeutics Inc,workflow,Workflow__listing_cq_490b7fb9,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_93620b30,iN-3211K23 · iN Therapeutics Inc,workflow,Workflow__listing_cq_93620b30,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_96bee7e8,iN-4011KC2 · iN Therapeutics Inc,workflow,Workflow__listing_cq_96bee7e8,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_43b7a1e4,iN-4111KC2 · iN Therapeutics Inc,workflow,Workflow__listing_cq_43b7a1e4,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_d0843b0e,IPS-102 · Innopeutics Co Ltd,workflow,Workflow__listing_cq_d0843b0e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_6a41fd41,IPS-09001 · InnoPharmaScreen Inc,workflow,Workflow__listing_cq_6a41fd41,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_1f61cfbe,IVL5003 · Inventage Lab,workflow,Workflow__listing_cq_1f61cfbe,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_6e092940,cannabidiol · Inventage Lab Inc,workflow,Workflow__listing_cq_6e092940,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_6d73d17c,IVL-4002 · Inventage Lab Inc,workflow,Workflow__listing_cq_6d73d17c,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_d7cde08a,IVLIMDDM-01 · Inventage Lab Inc,workflow,Workflow__listing_cq_d7cde08a,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_8930b6fa,Frontotemporal Dementia Research Program · iPS Bio,workflow,Workflow__listing_cq_8930b6fa,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_6ebf2cf5,iPB-01 · IPS Bio Co Ltd,workflow,Workflow__listing_cq_6ebf2cf5,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_89e6ebd2,iPB-03 · IPS Bio Co Ltd,workflow,Workflow__listing_cq_89e6ebd2,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_e4b8857e,iPB-04 · IPS Bio Co Ltd,workflow,Workflow__listing_cq_e4b8857e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_101e6900,iPB-05 · IPS Bio Co Ltd,workflow,Workflow__listing_cq_101e6900,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_44002706,Isu Abxis-Pharmcad Discovery · ISU ABXIS,workflow,Workflow__listing_cq_44002706,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_ba8ed477,ABX-1901 · ISU ABXIS Co Ltd,workflow,Workflow__listing_cq_ba8ed477,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_ae611718,JIN-001 · J INTS BIO,workflow,Workflow__listing_cq_ae611718,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_d1aed5f7,MPT0B-640 · J Ints Bio Co Ltd,workflow,Workflow__listing_cq_d1aed5f7,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_9ab962aa,Glutaminyl Cyclase · J Mackem Co Ltd,workflow,Workflow__listing_cq_9ab962aa,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_4fdd12c2,NLRP3 · J Mackem Co Ltd,workflow,Workflow__listing_cq_4fdd12c2,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_fac3c411,J2H-1801 · J2H Biotech,workflow,Workflow__listing_cq_fac3c411,pipeline/workflow,,,,Listing,,,
workflow::jazzpharmaceuticalssaniona_san2355,SAN2355 · Jazz Pharmaceuticals / Saniona,workflow,Workflow__jazzpharmaceuticalssaniona_san2355,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_46f60447,GM-91466 · JD Bioscience Inc,workflow,Workflow__listing_cq_46f60447,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_cf24c055,Neuropathic Pain Research Program (JEIL) · Jeil Pharma Holdings,workflow,Workflow__listing_cq_cf24c055,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_f08890d7,JLP-1920 · Jeil Pharmaceutical Co Ltd,workflow,Workflow__listing_cq_f08890d7,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_a88bd043,GZR18 · JW Pharmaceutical,workflow,Workflow__listing_cq_a88bd043,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_97846c61,Small Molecule to Activate WNT Protein for Central Nervous System Disorders · JW Pharmaceutical Corp,workflow,Workflow__listing_cq_97846c61,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_45af7690,Parkinson's Disease Discovery · KCELLbio,workflow,Workflow__listing_cq_45af7690,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_625f3312,KIMS-003 · KIMS Pharmaceutical Co Ltd,workflow,Workflow__listing_cq_625f3312,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_0500b944,KINE-501 · Kine Sciences,workflow,Workflow__listing_cq_0500b944,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_55046564,KINE-501A · Kine Sciences,workflow,Workflow__listing_cq_55046564,pipeline/workflow,,,,Listing,,,
workflow::kinesciences_kine501b,KINE-501B · Kine Sciences,workflow,Workflow__kinesciences_kine501b,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::kinesciences_kine501c,KINE-501C · Kine Sciences,workflow,Workflow__kinesciences_kine501c,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::kinesciences_kine501d,KINE-501D · Kine Sciences,workflow,Workflow__kinesciences_kine501d,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::kinesciences_kine501e,KINE-501E · Kine Sciences,workflow,Workflow__kinesciences_kine501e,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_b35c9131,KBL-1036 · KoBioLabs Inc,workflow,Workflow__listing_cq_b35c9131,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_ec3a3ff9,KBLP-010 · KoBioLabs Inc,workflow,Workflow__listing_cq_ec3a3ff9,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_157e0be0,KLS-2031 · Kolon Life Science Inc,workflow,Workflow__listing_cq_157e0be0,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_b96ec451,PAX-1 · Komipharm International Co Ltd,workflow,Workflow__listing_cq_b96ec451,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_034f7fd7,Autoimmune Disease Discovery · Konkuk University,workflow,Workflow__listing_cq_034f7fd7,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_f5d14b9f,ARL-002 · Korea Arlico Pharm Co Ltd,workflow,Workflow__listing_cq_f5d14b9f,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_4e58e11b,DTC-2162 · Korea Institute of Science and Technology,workflow,Workflow__listing_cq_4e58e11b,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_ee311e3c,KDS-5001 · Korea Institute of Science and Technology,workflow,Workflow__listing_cq_ee311e3c,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_d414e796,Small Molecule to Inhibit DAPK1 and CSF1R for Tauopathies · Korea Institute of Science and Technology,workflow,Workflow__listing_cq_d414e796,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_7f26fcd4,"Small Molecule to Inhibit Dopamine Transporter, Noradrenaline Transporter and Serotonin Transporter for Major Depressive Disorder · Korea Institute of Science and Technology",workflow,Workflow__listing_cq_7f26fcd4,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_9cb0a740,Small Molecule to Inhibit TSPO for Alzheimer's Disease · Korea Institute of Science and Technology,workflow,Workflow__listing_cq_9cb0a740,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_ec63d059,Small Molecules to Target 5-HT7R for Sleep Disorders · Korea Institute of Science and Technology,workflow,Workflow__listing_cq_ec63d059,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_2558e124,EPPS · Korea Pharma,workflow,Workflow__listing_cq_2558e124,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_2243b5b2,Osmotin · Korea Pharma,workflow,Workflow__listing_cq_2243b5b2,pipeline/workflow,,,,Listing,,,
workflow::koreapharmacoltd_kp101,KP-101 · Korea Pharma Co Ltd,workflow,Workflow__koreapharmacoltd_kp101,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::koreapharmacoltd_kp102,KP-102 · Korea Pharma Co Ltd,workflow,Workflow__koreapharmacoltd_kp102,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_c797061b,KP-172 · Korea Pharma Co Ltd,workflow,Workflow__listing_cq_c797061b,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_375a324e,KP-173 · Korea Pharma Co Ltd,workflow,Workflow__listing_cq_375a324e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_39d671b6,KP-182 · Korea Pharma Co Ltd,workflow,Workflow__listing_cq_39d671b6,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_b38950a1,KP-183 · Korea Pharma Co Ltd,workflow,Workflow__listing_cq_b38950a1,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_f7f47b4f,KP-202 · Korea Pharma Co Ltd,workflow,Workflow__listing_cq_f7f47b4f,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_5c4f3899,OC-514 · Korea Pharma Co Ltd,workflow,Workflow__listing_cq_5c4f3899,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_a82a4399,Potato Vaccine · Korea Research Institute of Bioscience & Biotechnology,workflow,Workflow__listing_cq_a82a4399,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_82ed553b,ASK1 Inhibitor · Korea Research Institute of Chemical Technology,workflow,Workflow__listing_cq_82ed553b,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_f469becb,Compound #15 · Korea University College of Medicine,workflow,Workflow__listing_cq_f469becb,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_772bf6f3,KI-1120 · Kuhnil Pharmaceutical Co Ltd,workflow,Workflow__listing_cq_772bf6f3,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_f977db55,KI-1128 · Kuhnil Pharmaceutical Co Ltd,workflow,Workflow__listing_cq_f977db55,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_7471aa53,KJ-16002 · Kukje Pharmaceutical Industry Co Ltd,workflow,Workflow__listing_cq_7471aa53,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_ac56091e,KD-302 · Kwang Dong Pharmaceutical Co Ltd,workflow,Workflow__listing_cq_ac56091e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_b9bc776e,KD-306 · Kwang Dong Pharmaceutical Co Ltd,workflow,Workflow__listing_cq_b9bc776e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_de1057c7,Lead Compounds · Kyung Hee University,workflow,Workflow__listing_cq_de1057c7,pipeline/workflow,,,,Listing,,,
workflow::kyungpooknationaluniversityisuabxis_isu203,ISU203 · Kyungpook National University / ISU ABXIS,workflow,Workflow__kyungpooknationaluniversityisuabxis_isu203,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_3244f98d,L&J-AD · L&J Bio,workflow,Workflow__listing_cq_3244f98d,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_1440e42f,L&J-LD · L&J Bio,workflow,Workflow__listing_cq_1440e42f,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_243be4f1,L&J-PA · L&J Bio,workflow,Workflow__listing_cq_243be4f1,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_53e4e71e,L&J-PD · L&J Bio,workflow,Workflow__listing_cq_53e4e71e,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_c4b508e2,L and J-LD · L&J Bio Co Ltd,workflow,Workflow__listing_cq_c4b508e2,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_06579813,L and J-PA · L&J Bio Co Ltd,workflow,Workflow__listing_cq_06579813,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_5e1e2cf6,L and J-PD · L&J Bio Co Ltd,workflow,Workflow__listing_cq_5e1e2cf6,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_9ec23fc7,Exparel · LG Chem,workflow,Workflow__listing_cq_9ec23fc7,pipeline/workflow,,,,Listing,,,
workflow::liscurebiosciences_lbp4,LB-P4 · LISCure Biosciences,workflow,Workflow__liscurebiosciences_lbp4,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::listing_cq_5529ec64,LB-P4E · LISCure Biosciences,workflow,Workflow__listing_cq_5529ec64,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_37ca1850,ExoPN-101 · LISCure Biosciences Inc,workflow,Workflow__listing_cq_37ca1850,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_6a5a4cb4,LC-PC02 · LISCure Biosciences Inc,workflow,Workflow__listing_cq_6a5a4cb4,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_0c1712c3,Charcot-Marie-Tooth Disease Discovery · Lmito Therapeutics,workflow,Workflow__listing_cq_0c1712c3,pipeline/workflow,,,,Listing,,,
workflow::listing_cq_d1e290a5,Small Molecule for Neuropathy · Lmito Therapeutics Inc,workflow,Workflow__listing_cq_d1e290a5,pipeline/workflow,,,,Listing,,,
workflow::lundbecklongboardpharmaceuticals_bexicaserinlp352,Bexicaserin / LP352 · Lundbeck / Longboard Pharmaceuticals,workflow,Workflow__lundbecklongboardpharmaceuticals_bexicaserinlp352,pipeline/workflow,,,,"Listing,Fast Triage",,,
workflow::lynkpharmaceuticals_lnk01006,"LNK01006 / BLKR201 · Lynk Pharmaceuticals Co., Ltd.",workflow,Workflow__lynkpharmaceuticals_lnk01006,pipeline/workflow,,,,"Listing,Fast Triage,Full Scout,Shortlisting",,priority,unknown
